2015-08-17,46.810001,47.450001,46.57,47.32,20965800,47.32
2015-08-14,46.529999,47.099998,46.52,47.00,21356800,47.00
2015-08-13,47.060001,47.099998,46.490002,46.73,22609600,46.73
2015-08-12,46.189999,46.900002,45.709999,46.740002,30181400,46.740002
2015-08-11,46.82,46.939999,45.900002,46.41,28384300,46.41
2015-08-10,46.950001,47.490002,46.84,47.330002,22928200,47.330002
2015-08-07,46.389999,46.779999,46.259998,46.740002,19145900,46.740002
2015-08-06,47.709999,47.77,46.330002,46.619999,26982200,46.619999
2015-08-05,47.98,48.41,47.540001,47.580002,26988600,47.580002
2015-08-04,46.75,47.709999,46.68,47.540001,33181700,47.540001
2015-08-03,46.98,47.00,46.450001,46.810001,23880800,46.810001
2015-07-31,47.290001,47.369999,46.50,46.700001,31191600,46.700001
2015-07-30,46.259998,47.400002,45.93,46.880001,39466900,46.880001
2015-07-29,45.400002,46.779999,45.259998,46.290001,40360400,46.290001
2015-07-28,45.580002,45.639999,44.790001,45.34,34177100,45.34
2015-07-27,45.939999,46.009998,45.25,45.349998,39189900,45.349998
2015-07-24,45.91,46.32,45.799999,45.939999,32077000,45.939999
2015-07-23,45.27,46.23,45.099998,46.110001,33465600,46.110001
2015-07-22,45.439999,46.93,45.200001,45.540001,58724600,45.540001
2015-07-21,46.779999,47.330002,46.48,47.279999,41205000,47.279999
2015-07-20,46.650002,47.130001,46.439999,46.919998,30271200,46.919998
2015-07-17,46.549999,46.779999,46.259998,46.619999,29262900,46.619999
2015-07-16,46.009998,46.689999,45.970001,46.66,25894400,46.66
2015-07-15,45.68,45.889999,45.43,45.759998,26482000,45.759998
2015-07-14,45.450001,45.959999,45.310001,45.619999,22723700,45.619999
2015-07-13,44.98,45.619999,44.950001,45.540001,24994700,45.540001
2015-07-10,45.009998,45.139999,44.57,44.610001,25365300,44.610001
2015-07-09,44.75,45.220001,44.50,44.52,32099800,44.52
2015-07-08,44.439999,44.900002,44.029999,44.240002,39686300,44.240002
2015-07-07,44.34,44.490002,43.32,44.299999,36418200,44.299999
2015-07-06,43.959999,44.48,43.950001,44.389999,22969700,44.389999
2015-07-02,44.48,44.75,44.060001,44.400002,21713000,44.400002
2015-07-01,44.459999,45.23,44.099998,44.450001,28337200,44.450001
